Movie Name,Movie Link,carflo ratings,hitchcockthelegend
The Path to 9/11,https://www.imdb.com/title/tt0473404/,6.4,NA
She Done Him Wrong,https://www.imdb.com/title/tt0024548/,6.4,NA
Beauty and the Beast,https://www.imdb.com/title/tt0074193/,7.0,NA
Explorers,https://www.imdb.com/title/tt0089114/,6.6,NA
Forced Vengeance,https://www.imdb.com/title/tt0083960/,5.7,NA
Racing Stripes,https://www.imdb.com/title/tt0376105/,5.2,NA
 American Masters,https://www.imdb.com/title/tt0364151/,8.3,NA
An Eye for an Eye,https://www.imdb.com/title/tt0082350/,5.5,NA
Missing in Action,https://www.imdb.com/title/tt0087727/,5.4,NA
Fist of Fury,https://www.imdb.com/title/tt0068767/,7.4,NA
Game of Death,https://www.imdb.com/title/tt0077594/,6.1,NA
Forest Warrior,https://www.imdb.com/title/tt0116341/,3.6,NA
Dumbo,https://www.imdb.com/title/tt0033563/,7.2,NA
Arthur the King,https://www.imdb.com/title/tt0088739/,4.4,NA
Silent Rage,https://www.imdb.com/title/tt0084684/,5.5,NA
Invasion U.S.A.,https://www.imdb.com/title/tt0089348/,5.5,NA
Breaker! Breaker!,https://www.imdb.com/title/tt0075783/,4.3,NA
The Way of the Dragon,https://www.imdb.com/title/tt0068935/,7.3,NA
Lone Wolf McQuade,https://www.imdb.com/title/tt0085862/,6.4,NA
Delta Force 2: The Colombian Connection,https://www.imdb.com/title/tt0099399/,4.9,NA
The Delta Force,https://www.imdb.com/title/tt0090927/,5.6,NA
Harum Scarum,https://www.imdb.com/title/tt0059255/,4.8,NA
Viva Las Vegas,https://www.imdb.com/title/tt0058725/,6.4,NA
"Paradise, Hawaiian Style",https://www.imdb.com/title/tt0059563/,5.6,NA
Life in the Undergrowth,https://www.imdb.com/title/tt0760222/,9.0,NA
Grandma's Boy,https://www.imdb.com/title/tt0013201/,7.0,NA
The Spiral Staircase,https://www.imdb.com/title/tt0038975/,7.4,NA
The World's Fastest Indian,https://www.imdb.com/title/tt0412080/,7.8,NA
Vertigo,https://www.imdb.com/title/tt0052357/,8.3,NA
Pride & Prejudice,https://www.imdb.com/title/tt0414387/,7.8,NA
Munich,https://www.imdb.com/title/tt0408306/,7.5,NA
David,https://www.imdb.com/title/tt0118933/,6.9,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,8.2,NA
Hero and the Terror,https://www.imdb.com/title/tt0095296/,5.3,NA
The 40-Year-Old Virgin,https://www.imdb.com/title/tt0405422/,7.1,NA
Bumping Into Broadway,https://www.imdb.com/title/tt0009973/,7.0,NA
"Number, Please?",https://www.imdb.com/title/tt0011521/,7.0,NA
His Royal Slyness,https://www.imdb.com/title/tt0010258/,6.3,NA
Just Neighbors,https://www.imdb.com/title/tt0010321/,6.2,NA
I Do,https://www.imdb.com/title/tt0012303/,6.2,NA
An Eastern Westerner,https://www.imdb.com/title/tt0011144/,6.9,NA
Are Crooks Dishonest?,https://www.imdb.com/title/tt0008844/,6.2,NA
Nanny McPhee,https://www.imdb.com/title/tt0396752/,6.5,NA
Chicken Little,https://www.imdb.com/title/tt0371606/,5.7,NA
The Terror,https://www.imdb.com/title/tt0057569/,5.0,NA
After Sundown,https://www.imdb.com/title/tt0442740/,2.5,NA
 Nightmare Classics,https://www.imdb.com/title/tt0265408/,6.6,NA
A Gathering of Old Men,https://www.imdb.com/title/tt0093076/,6.6,NA
Minotaur,https://www.imdb.com/title/tt0415160/,3.6,NA
 American Masters,https://www.imdb.com/title/tt0364151/,8.2,NA
Toy Story,https://www.imdb.com/title/tt0114709/,8.3,NA
The Interpreter,https://www.imdb.com/title/tt0373926/,6.4,NA
Duma,https://www.imdb.com/title/tt0361715/,7.2,NA
 American Masters,https://www.imdb.com/title/tt0364151/,7.4,NA
 American Masters,https://www.imdb.com/title/tt0364151/,5.5,NA
Spies Above,https://www.imdb.com/title/tt0289471/,8.1,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.4,NA
Thir13en Ghosts,https://www.imdb.com/title/tt0245674/,5.6,NA
Something Wild,https://www.imdb.com/title/tt0091983/,6.9,NA
Animal Farm,https://www.imdb.com/title/tt0204824/,5.9,NA
Breaking Away,https://www.imdb.com/title/tt0078902/,7.7,NA
 American Masters,https://www.imdb.com/title/tt0364151/,7.1,NA
Lady and the Tramp,https://www.imdb.com/title/tt0048280/,7.3,NA
3000 Miles to Graceland,https://www.imdb.com/title/tt0233142/,6.0,NA
The Night of the Following Day,https://www.imdb.com/title/tt0064728/,6.1,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,7.8,NA
Diary of a Madman,https://www.imdb.com/title/tt0056993/,6.4,NA
 American Masters,https://www.imdb.com/title/tt0364151/,8.5,NA
Phantoms,https://www.imdb.com/title/tt0119891/,5.5,NA
Amityville 3-D,https://www.imdb.com/title/tt0085159/,4.1,NA
A Bug's Life,https://www.imdb.com/title/tt0120623/,7.2,NA
Enough,https://www.imdb.com/title/tt0278435/,5.8,NA
Tarantula,https://www.imdb.com/title/tt0048696/,6.5,NA
Killer Klowns from Outer Space,https://www.imdb.com/title/tt0095444/,6.2,NA
Queen of Outer Space,https://www.imdb.com/title/tt0052104/,4.7,NA
Cellular,https://www.imdb.com/title/tt0337921/,6.5,NA
Dr. Jekyll and Mr. Hyde,https://www.imdb.com/title/tt0022835/,7.6,NA
The Amityville Horror,https://www.imdb.com/title/tt0078767/,6.2,NA
The Return of the Living Dead,https://www.imdb.com/title/tt0089907/,7.3,NA
Millennium,https://www.imdb.com/title/tt0115270/,8.0,NA
The Hound of the Baskervilles,https://www.imdb.com/title/tt0031448/,7.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0318252/,7.1,NA
Friday the 13th: The Series,https://www.imdb.com/title/tt0092357/,7.6,NA
Amityville II: The Possession,https://www.imdb.com/title/tt0083550/,5.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0318252/,7.0,NA
Medical Center,https://www.imdb.com/title/tt0063928/,7.1,NA
What Women Want,https://www.imdb.com/title/tt0207201/,6.4,NA
Cinderella Man,https://www.imdb.com/title/tt0352248/,8.0,NA
BloodRayne,https://www.imdb.com/title/tt0383222/,2.9,NA
Wedding Crashers,https://www.imdb.com/title/tt0396269/,6.9,NA
Something Wicked This Way Comes,https://www.imdb.com/title/tt0086336/,6.8,NA
Hawaii Five-O,https://www.imdb.com/title/tt0062568/,7.3,NA
The Electric Grandmother,https://www.imdb.com/title/tt0083876/,7.8,NA
Wallace & Gromit: The Curse of the Were-Rabbit,https://www.imdb.com/title/tt0312004/,7.4,NA
Zathura: A Space Adventure,https://www.imdb.com/title/tt0406375/,6.2,NA
Harvey,https://www.imdb.com/title/tt0042546/,7.9,NA
Shadow Man,https://www.imdb.com/title/tt0448114/,4.1,NA
Anatomy of a Murder,https://www.imdb.com/title/tt0052561/,8.0,NA
Shore Things,https://www.imdb.com/title/tt0323963/,6.6,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,7.3,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,7.3,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.2,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,6.9,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.6,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.4,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.2,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.7,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,9.0,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.8,NA
The Ghost & Mrs. Muir,https://www.imdb.com/title/tt0062565/,7.7,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,6.8,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.0,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,7.7,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.7,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.4,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.2,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.7,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,8.0,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,6.6,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.7,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.3,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.0,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,8.0,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,6.5,NA
Mission Galactica: The Cylon Attack,https://www.imdb.com/title/tt0077937/,7.1,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,6.9,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.5,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.2,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.5,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,6.7,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,9.0,NA
 Battlestar Galactica,https://www.imdb.com/title/tt0076984/,6.9,NA
Battlestar Galactica,https://www.imdb.com/title/tt0076984/,7.1,NA
Battlestar Galactica,https://www.imdb.com/title/tt0077215/,6.9,NA
March of the Penguins,https://www.imdb.com/title/tt0428803/,7.5,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.6,NA
King Kong,https://www.imdb.com/title/tt0360717/,7.2,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,7.7,NA
Amazing Stories,https://www.imdb.com/title/tt0088478/,7.4,NA
 Amazing Stories,https://www.imdb.com/title/tt0088478/,7.8,NA
 Amazing Stories,https://www.imdb.com/title/tt0088478/,6.5,NA
Alien Nation: Millennium,https://www.imdb.com/title/tt0115504/,6.4,NA
Alien Nation,https://www.imdb.com/title/tt0096531/,6.8,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,6.8,NA
7 Men from Now,https://www.imdb.com/title/tt0049743/,7.4,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,7.1,NA
 Amazing Stories,https://www.imdb.com/title/tt0088478/,4.8,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,7.2,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.6,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.3,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,7.8,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.1,NA
 The Outer Limits,https://www.imdb.com/title/tt0112111/,8.1,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,7.2,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,7.5,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.6,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,6.7,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,7.5,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,6.7,NA
 Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/,6.7,NA
Madame Sin,https://www.imdb.com/title/tt0067375/,6.2,NA
Pygmalion,https://www.imdb.com/title/tt0222304/,8.0,NA
The Tempest,https://www.imdb.com/title/tt0057564/,7.1,NA
 Play of the Week,https://www.imdb.com/title/tt0446859/,8.3,NA
 Wagon Train,https://www.imdb.com/title/tt0050073/,7.9,NA
Macbeth,https://www.imdb.com/title/tt0047198/,7.5,NA
The Railway Children,https://www.imdb.com/title/tt0066279/,7.3,9
Judgment,https://www.imdb.com/title/tt0257408/,5.1,NA
The Beast of Bray Road,https://www.imdb.com/title/tt0462193/,4.1,NA
The Fallen Ones,https://www.imdb.com/title/tt0421199/,3.6,NA
13th Child,https://www.imdb.com/title/tt0273041/,2.9,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,6.8,NA
"Good Night, and Good Luck.",https://www.imdb.com/title/tt0433383/,7.4,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,8.0,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.8,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,8.0,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,6.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.6,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,8.2,NA
Much Ado About Nothing,https://www.imdb.com/title/tt0107616/,7.3,NA
P.T. Barnum,https://www.imdb.com/title/tt0209720/,6.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.9,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.1,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.9,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,8.0,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.9,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.2,NA
The Outer Limits,https://www.imdb.com/title/tt0056777/,8.2,NA
 The Outer Limits,https://www.imdb.com/title/tt0112111/,7.4,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,7.0,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,8.5,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,8.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.0,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.0,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,9.1,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.1,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.0,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.5,NA
Capote,https://www.imdb.com/title/tt0379725/,7.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.0,NA
Brokeback Mountain,https://www.imdb.com/title/tt0388795/,7.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.9,NA
10.5: Apocalypse,https://www.imdb.com/title/tt0463850/,4.5,NA
Alien: Resurrection,https://www.imdb.com/title/tt0118583/,6.2,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.2,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.6,NA
The Big Valley,https://www.imdb.com/title/tt0058791/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.4,NA
Alien³,https://www.imdb.com/title/tt0103644/,6.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.2,NA
Bat Masterson,https://www.imdb.com/title/tt0052445/,7.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.9,NA
Cheyenne,https://www.imdb.com/title/tt0047720/,7.9,NA
 The X-Files,https://www.imdb.com/title/tt0106179/,8.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.0,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.5,NA
The High Chaparral,https://www.imdb.com/title/tt0061263/,7.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.1,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.4,NA
Lancer,https://www.imdb.com/title/tt0062577/,7.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.8,NA
Æon Flux,https://www.imdb.com/title/tt0402022/,5.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 Buffy the Vampire Slayer,https://www.imdb.com/title/tt0118276/,8.9,NA
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",https://www.imdb.com/title/tt0363771/,6.9,NA
Buffy the Vampire Slayer,https://www.imdb.com/title/tt0118276/,8.2,NA
 Buffy the Vampire Slayer,https://www.imdb.com/title/tt0118276/,9.3,NA
 Buffy the Vampire Slayer,https://www.imdb.com/title/tt0118276/,9.1,NA
Moses the Lawgiver,https://www.imdb.com/title/tt0072547/,6.1,NA
Spy Kids 3-D: Game Over,https://www.imdb.com/title/tt0338459/,4.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.4,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,8.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.1,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.1,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.6,NA
Willard,https://www.imdb.com/title/tt0310357/,6.1,NA
 The Ray Bradbury Theater,https://www.imdb.com/title/tt0088591/,6.9,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.9,NA
Night Gallery,https://www.imdb.com/title/tt0065327/,8.0,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.7,NA
Cinderella,https://www.imdb.com/title/tt0057950/,7.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.7,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,8.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.2,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,8.1,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,7.9,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,7.9,NA
 Night Gallery,https://www.imdb.com/title/tt0065327/,7.6,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,8.3,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,7.7,NA
A Certain Smile,https://www.imdb.com/title/tt0051466/,5.8,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,7.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.3,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,8.5,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,7.9,NA
 The Outer Limits,https://www.imdb.com/title/tt0056777/,8.2,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,8.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.2,NA
Space: 1999,https://www.imdb.com/title/tt0072564/,7.3,NA
 Mystery!: Cadfael,https://www.imdb.com/title/tt0108717/,8.2,NA
Shane,https://www.imdb.com/title/tt0060024/,7.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.0,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.7,NA
The Twilight Zone,https://www.imdb.com/title/tt0318252/,7.3,NA
A Foreign Affair,https://www.imdb.com/title/tt0040367/,7.3,NA
Miller's Crossing,https://www.imdb.com/title/tt0100150/,7.8,NA
The Bourne Identity,https://www.imdb.com/title/tt0094791/,6.9,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.8,NA
Earth: Final Conflict,https://www.imdb.com/title/tt0123816/,6.2,NA
For the Love of Benji,https://www.imdb.com/title/tt0076044/,6.0,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.4,NA
The Rifleman,https://www.imdb.com/title/tt0051308/,8.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.9,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.5,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.3,NA
Lord of War,https://www.imdb.com/title/tt0399295/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.4,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,9.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.4,NA
Star Trek: Enterprise,https://www.imdb.com/title/tt0244365/,7.5,NA
Farscape,https://www.imdb.com/title/tt0187636/,8.3,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,8.6,NA
Walking with Prehistoric Beasts,https://www.imdb.com/title/tt0286285/,8.3,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,8.1,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,7.6,NA
First Wave,https://www.imdb.com/title/tt0160277/,7.2,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,7.4,NA
Have Gun - Will Travel,https://www.imdb.com/title/tt0050025/,8.4,NA
The Lord of the Rings: The Two Towers,https://www.imdb.com/title/tt0167261/,8.7,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,5.8,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,7.6,NA
Stargate SG-1,https://www.imdb.com/title/tt0118480/,8.4,NA
The Adventures of Spin and Marty,https://www.imdb.com/title/tt0047775/,8.2,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.6,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,6.8,NA
The Magical World of Disney,https://www.imdb.com/title/tt0046593/,8.5,NA
Gunsmoke,https://www.imdb.com/title/tt0047736/,7.9,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,9.0,NA
Lost in Space,https://www.imdb.com/title/tt0058824/,7.2,NA
Allosaurus: A Walking with Dinosaurs Special,https://www.imdb.com/title/tt0283245/,8.1,NA
Combat!,https://www.imdb.com/title/tt0055666/,8.4,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,7.9,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.2,NA
Fury,https://www.imdb.com/title/tt0047734/,7.4,9
Wanted: Dead or Alive,https://www.imdb.com/title/tt0051327/,8.1,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.6,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,8.3,NA
 The Twilight Zone,https://www.imdb.com/title/tt0052520/,8.2,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,5.2,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,8.0,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,6.8,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,7.1,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,7.4,NA
Last Man Standing,https://www.imdb.com/title/tt0116830/,6.4,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,8.0,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,8.3,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,7.8,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,7.3,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,9.2,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,5.5,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,7.4,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,6.9,NA
 Star Trek: The Original Series,https://www.imdb.com/title/tt0060028/,8.1,NA
